feature_id,layer,cwe_id,rank,score,hist_dist,delta_mu,ks_stat,freq_unsafe,freq_safe,mean_mag,kept,prune_reason
2246,16,CWE-327,56,0.15,0.0357,0.3214,0.0357,0.0357,0.0023,0.3214,False,score=0.1500<0.15
26810,16,CWE-327,57,0.1498,0.0929,0.2351,0.0929,0.1429,0.1797,0.3618,False,score=0.1498<0.15
20918,16,CWE-327,58,0.1494,0.0929,0.2342,0.0929,0.1429,0.1782,0.3603,False,score=0.1494<0.15
1381,16,CWE-327,59,0.1489,0.0929,0.233,0.0929,0.1429,0.1782,0.3585,False,score=0.1489<0.15
13382,16,CWE-327,60,0.1488,0.0929,0.2328,0.0929,0.1429,0.1805,0.3582,False,score=0.1488<0.15
10492,16,CWE-327,61,0.1478,0.0929,0.2302,0.0929,0.1429,0.1813,0.3542,False,score=0.1478<0.15
15693,16,CWE-327,62,0.1475,0.1,0.2188,0.1,0.1429,0.1904,0.3016,False,score=0.1475<0.15
23573,16,CWE-327,63,0.1472,0.0643,0.2716,0.0643,0.0714,0.0183,0.3683,False,score=0.1472<0.15
27348,16,CWE-327,64,0.1467,0.0714,0.2597,0.0714,0.0714,0.0023,0.2597,False,score=0.1467<0.15
23811,16,CWE-327,65,0.1457,0.0929,0.2249,0.0929,0.1429,0.1782,0.346,False,score=0.1457<0.15
11595,16,CWE-327,66,0.1455,0.0714,0.2566,0.0714,0.0,0.0472,0.0,False,freq_unsafe=0.000<0.02; score=0.1455<0.15
11782,16,CWE-327,67,0.1453,0.0929,0.2239,0.0929,0.1429,0.1782,0.3445,False,score=0.1453<0.15
19441,16,CWE-327,68,0.1445,0.0643,0.2648,0.0643,0.0714,0.0175,0.2837,False,score=0.1445<0.15
4325,16,CWE-327,69,0.1431,0.0929,0.2185,0.0929,0.1429,0.179,0.3362,False,score=0.1431<0.15
4025,16,CWE-327,70,0.1429,0.0714,0.25,0.0714,0.0714,0.0069,0.25,False,score=0.1429<0.15
17868,16,CWE-327,71,0.1428,0.0929,0.2178,0.0929,0.1429,0.1782,0.3351,False,score=0.1428<0.15
5834,16,CWE-327,72,0.1417,0.0929,0.215,0.0929,0.1429,0.1782,0.3308,False,score=0.1417<0.15
10758,16,CWE-327,73,0.1415,0.15,0.1465,0.1143,0.1786,0.1173,0.4542,False,score=0.1415<0.15
3690,16,CWE-327,74,0.1406,0.0357,0.2979,0.0357,0.0357,0.0008,0.2979,False,score=0.1406<0.15
7724,16,CWE-327,75,0.1399,0.0929,0.2104,0.0929,0.1429,0.1782,0.3236,False,score=0.1399<0.15
30544,16,CWE-327,76,0.1395,0.1143,0.1881,0.0929,0.1429,0.051,0.3976,False,score=0.1395<0.15
27135,16,CWE-327,77,0.1395,0.0714,0.2416,0.0714,0.0714,0.0053,0.2416,False,score=0.1395<0.15
19907,16,CWE-327,78,0.1387,0.0929,0.2075,0.0929,0.1429,0.1782,0.3193,False,score=0.1387<0.15
18646,16,CWE-327,79,0.1384,0.0714,0.2387,0.0714,0.0357,0.0541,0.0733,False,score=0.1384<0.15
17395,16,CWE-327,80,0.1375,0.1071,0.1902,0.0929,0.0714,0.1287,0.1984,False,score=0.1375<0.15
21892,16,CWE-327,81,0.1371,0.0929,0.2033,0.0929,0.1429,0.182,0.3128,False,score=0.1371<0.15
19322,16,CWE-327,82,0.1366,0.0357,0.2879,0.0357,0.0357,0.0023,0.2879,False,score=0.1366<0.15
1940,16,CWE-327,83,0.1348,0.0286,0.2941,0.0286,0.0,0.0404,0.0,False,freq_unsafe=0.000<0.02; score=0.1348<0.15
20510,16,CWE-327,84,0.1341,0.0929,0.1961,0.0929,0.1429,0.1797,0.3016,False,score=0.1341<0.15
24190,16,CWE-327,85,0.133,0.0357,0.2788,0.0357,0.0357,0.0015,0.2788,False,score=0.1330<0.15
5640,16,CWE-327,86,0.1317,0.0929,0.2044,0.0643,0.0357,0.1028,0.087,False,score=0.1317<0.15
14356,16,CWE-327,87,0.1314,0.0357,0.2748,0.0357,0.0357,0.0069,0.2748,False,score=0.1314<0.15
25917,16,CWE-327,88,0.1303,0.0714,0.2186,0.0714,0.0714,0.0046,0.2186,False,score=0.1303<0.15
581,16,CWE-327,89,0.1301,0.0714,0.2216,0.0643,0.0714,0.0145,0.2586,False,score=0.1301<0.15
10798,16,CWE-327,90,0.1288,0.0357,0.2685,0.0357,0.0357,0.0023,0.2685,False,score=0.1288<0.15
26333,16,CWE-327,91,0.1288,0.0357,0.2684,0.0357,0.0357,0.0046,0.2684,False,score=0.1288<0.15
16839,16,CWE-327,92,0.1275,0.0714,0.2115,0.0714,0.0714,0.0023,0.2115,False,score=0.1275<0.15
843,16,CWE-327,93,0.1274,0.0714,0.2113,0.0714,0.0714,0.0053,0.2113,False,score=0.1274<0.15
20658,16,CWE-327,94,0.1268,0.0357,0.2635,0.0357,0.0357,0.0046,0.2635,False,score=0.1268<0.15
9031,16,CWE-327,95,0.1261,0.0357,0.2616,0.0357,0.0357,0.0008,0.2616,False,score=0.1261<0.15
9144,16,CWE-327,96,0.1255,0.1286,0.1245,0.1214,0.1786,0.1485,0.5538,False,score=0.1255<0.15
16005,16,CWE-327,97,0.1253,0.0357,0.2597,0.0357,0.0357,0.0061,0.2597,False,score=0.1253<0.15
4776,16,CWE-327,98,0.1249,0.0714,0.2122,0.0571,0.0714,0.0145,0.2672,False,score=0.1249<0.15
11501,16,CWE-327,99,0.1248,0.0357,0.2585,0.0357,0.0357,0.0,0.2585,False,score=0.1248<0.15
24959,16,CWE-327,100,0.1246,0.1143,0.1652,0.0643,0.1429,0.0967,0.4749,False,score=0.1246<0.15
23454,16,CWE-327,101,0.1237,0.0357,0.2556,0.0357,0.0357,0.0,0.2556,False,score=0.1237<0.15
24218,16,CWE-327,102,0.1236,0.0357,0.2553,0.0357,0.0357,0.0,0.2553,False,score=0.1236<0.15
4782,16,CWE-327,103,0.1231,0.0714,0.2006,0.0714,0.0714,0.0107,0.2006,False,score=0.1231<0.15
10764,16,CWE-327,104,0.123,0.0714,0.2004,0.0714,0.0714,0.0069,0.217,False,score=0.1230<0.15
22367,16,CWE-327,105,0.123,0.0714,0.2003,0.0714,0.0714,0.0305,0.2003,False,score=0.1230<0.15
21349,16,CWE-327,106,0.1224,0.0714,0.206,0.0571,0.0714,0.0145,0.2486,False,score=0.1224<0.15
30638,16,CWE-327,107,0.1182,0.1143,0.1383,0.0857,0.1429,0.0465,0.3395,False,score=0.1182<0.15
14061,16,CWE-327,108,0.118,0.1,0.1593,0.0714,0.1071,0.0221,0.2815,False,score=0.1180<0.15
26016,16,CWE-327,109,0.1179,0.0357,0.2413,0.0357,0.0357,0.0008,0.2413,False,score=0.1179<0.15
8362,16,CWE-327,110,0.1173,0.1286,0.1326,0.0643,0.2143,0.2133,0.7504,False,score=0.1173<0.15
14030,16,CWE-327,111,0.117,0.0357,0.239,0.0357,0.0357,0.0366,0.2946,False,score=0.1170<0.15
10210,16,CWE-327,112,0.1169,0.0929,0.1673,0.0643,0.1071,0.1866,0.3023,False,score=0.1169<0.15
12202,16,CWE-327,113,0.1164,0.0357,0.2375,0.0357,0.0357,0.0129,0.2831,False,score=0.1164<0.15
22138,16,CWE-327,114,0.1164,0.1143,0.1374,0.0786,0.1786,0.2003,0.413,False,score=0.1164<0.15
11058,16,CWE-327,115,0.1161,0.0714,0.1866,0.0643,0.0714,0.0175,0.2125,False,score=0.1161<0.15
7177,16,CWE-327,116,0.116,0.0929,0.1687,0.0571,0.1071,0.0594,0.3883,False,score=0.1160<0.15
1951,16,CWE-327,117,0.1148,0.0714,0.1835,0.0643,0.0714,0.019,0.2491,False,score=0.1148<0.15
10214,16,CWE-327,118,0.1144,0.0929,0.1611,0.0643,0.1071,0.0465,0.2974,False,score=0.1144<0.15
22619,16,CWE-327,119,0.1141,0.0357,0.2317,0.0357,0.0357,0.0076,0.2559,False,score=0.1141<0.15
8076,16,CWE-327,120,0.1127,0.0786,0.1674,0.0714,0.1071,0.0998,0.372,False,score=0.1127<0.15
18192,16,CWE-327,121,0.1126,0.0357,0.2278,0.0357,0.0357,0.0,0.2278,False,score=0.1126<0.15
29799,16,CWE-327,122,0.1114,0.1286,0.1213,0.0571,0.1429,0.1935,0.511,False,score=0.1114<0.15
18361,16,CWE-327,123,0.1113,0.0714,0.1747,0.0643,0.0714,0.0129,0.2187,False,score=0.1113<0.15
28451,16,CWE-327,124,0.1097,0.0357,0.2206,0.0357,0.0357,0.0023,0.241,False,score=0.1097<0.15
7698,16,CWE-327,125,0.1093,0.05,0.1981,0.05,0.0,0.0251,0.0,False,freq_unsafe=0.000<0.02; score=0.1093<0.15
31664,16,CWE-327,126,0.1086,0.0571,0.1786,0.0714,0.0357,0.0564,0.074,False,score=0.1086<0.15
8526,16,CWE-327,127,0.1085,0.0857,0.1605,0.05,0.0714,0.064,0.3137,False,score=0.1085<0.15
13410,16,CWE-327,128,0.1078,0.0357,0.216,0.0357,0.0357,0.0,0.216,False,score=0.1078<0.15
29650,16,CWE-327,129,0.1075,0.0357,0.2152,0.0357,0.0357,0.0061,0.2511,False,score=0.1075<0.15
28106,16,CWE-327,130,0.1061,0.0357,0.2116,0.0357,0.0357,0.0069,0.2116,False,score=0.1061<0.15
25656,16,CWE-327,131,0.1051,0.0357,0.2091,0.0357,0.0357,0.0008,0.2091,False,score=0.1051<0.15
11940,16,CWE-327,132,0.1049,0.0357,0.2087,0.0357,0.0357,0.0,0.2087,False,score=0.1049<0.15
7554,16,CWE-327,133,0.1046,0.0857,0.158,0.0357,0.0714,0.0533,0.2455,False,score=0.1046<0.15
15639,16,CWE-327,134,0.1043,0.1,0.1286,0.0643,0.1786,0.1995,0.3848,False,score=0.1043<0.15
22601,16,CWE-327,135,0.1041,0.0714,0.1603,0.0571,0.0714,0.0137,0.2276,False,score=0.1041<0.15
30510,16,CWE-327,136,0.1033,0.0429,0.194,0.0429,0.0,0.0289,0.0,False,freq_unsafe=0.000<0.02; score=0.1033<0.15
25262,16,CWE-327,137,0.1031,0.0643,0.1577,0.0714,0.0714,0.0282,0.1926,False,score=0.1031<0.15
15386,16,CWE-327,138,0.103,0.1929,0.0076,0.1143,0.25,0.249,0.8967,False,score=0.1030<0.15
18853,16,CWE-327,139,0.1026,0.0357,0.203,0.0357,0.0357,0.0023,0.203,False,score=0.1026<0.15
19342,16,CWE-327,140,0.1026,0.0571,0.1707,0.0571,0.0714,0.0457,0.2569,False,score=0.1026<0.15
11380,16,CWE-327,141,0.1023,0.0714,0.1521,0.0643,0.0714,0.0221,0.1703,False,score=0.1023<0.15
17706,16,CWE-327,142,0.102,0.0357,0.2015,0.0357,0.0357,0.0061,0.2015,False,score=0.1020<0.15
27887,16,CWE-327,143,0.1008,0.0357,0.1984,0.0357,0.0357,0.0015,0.1984,False,score=0.1008<0.15
2677,16,CWE-327,144,0.1003,0.05,0.1758,0.05,0.0,0.0289,0.0,False,freq_unsafe=0.000<0.02; score=0.1003<0.15
3219,16,CWE-327,145,0.0994,0.0571,0.1629,0.0571,0.0,0.0198,0.0,False,freq_unsafe=0.000<0.02; score=0.0994<0.15
15068,16,CWE-327,146,0.0982,0.0357,0.1918,0.0357,0.0357,0.0,0.1918,False,score=0.0982<0.15
15183,16,CWE-327,147,0.0981,0.0857,0.1239,0.0714,0.1071,0.0259,0.2376,False,score=0.0981<0.15
7775,16,CWE-327,148,0.0978,0.0714,0.1409,0.0643,0.0714,0.0411,0.1622,False,score=0.0978<0.15
24857,16,CWE-327,149,0.097,0.0571,0.1567,0.0571,0.0,0.0548,0.0,False,freq_unsafe=0.000<0.02; score=0.0970<0.15
10904,16,CWE-327,150,0.0956,0.0357,0.1854,0.0357,0.0357,0.0008,0.2072,False,score=0.0956<0.15
18725,16,CWE-327,151,0.0952,0.0357,0.1845,0.0357,0.0357,0.0008,0.1845,False,score=0.0952<0.15
14437,16,CWE-327,152,0.0952,0.0357,0.1843,0.0357,0.0357,0.0046,0.1843,False,score=0.0952<0.15
4407,16,CWE-327,153,0.0952,0.0714,0.1343,0.0643,0.0714,0.0099,0.198,False,score=0.0952<0.15
15769,16,CWE-327,154,0.0944,0.0357,0.1823,0.0357,0.0357,0.0015,0.1823,False,score=0.0944<0.15
26482,16,CWE-327,155,0.0933,0.0643,0.1404,0.0571,0.0714,0.0129,0.2152,False,score=0.0933<0.15
13334,16,CWE-327,156,0.0932,0.0357,0.1795,0.0357,0.0357,0.0,0.1795,False,score=0.0932<0.15
8809,16,CWE-327,157,0.0926,0.0357,0.178,0.0357,0.0357,0.0107,0.2137,False,score=0.0926<0.15
19075,16,CWE-327,158,0.0923,0.0357,0.1772,0.0357,0.0357,0.0,0.1772,False,score=0.0923<0.15
32485,16,CWE-327,159,0.0922,0.0571,0.1448,0.0571,0.0,0.0289,0.0,False,freq_unsafe=0.000<0.02; score=0.0922<0.15
17330,16,CWE-327,160,0.0922,0.0714,0.1304,0.0571,0.0714,0.0091,0.169,False,score=0.0922<0.15
31569,16,CWE-327,161,0.0922,0.0429,0.1661,0.0429,0.0,0.0228,0.0,False,freq_unsafe=0.000<0.02; score=0.0922<0.15
32081,16,CWE-327,162,0.0918,0.0357,0.1758,0.0357,0.0357,0.019,0.2206,False,score=0.0918<0.15
18464,16,CWE-327,163,0.0914,0.0571,0.1357,0.0714,0.0714,0.0107,0.1684,False,score=0.0914<0.15
14812,16,CWE-327,164,0.091,0.0714,0.124,0.0643,0.0714,0.0152,0.1621,False,score=0.0910<0.15
4943,16,CWE-327,165,0.0908,0.0357,0.1733,0.0357,0.0357,0.0046,0.1733,False,score=0.0908<0.15
7809,16,CWE-327,166,0.0905,0.0357,0.1727,0.0357,0.0357,0.0099,0.247,False,score=0.0905<0.15
22493,16,CWE-327,167,0.0905,0.0357,0.1727,0.0357,0.0357,0.0046,0.1934,False,score=0.0905<0.15
3722,16,CWE-327,168,0.0896,0.05,0.149,0.05,0.0357,0.048,0.0827,False,score=0.0896<0.15
6871,16,CWE-327,169,0.0895,0.0357,0.1701,0.0357,0.0357,0.0053,0.1701,False,score=0.0895<0.15
13089,16,CWE-327,170,0.0893,0.0357,0.1697,0.0357,0.0357,0.003,0.1697,False,score=0.0893<0.15
10083,16,CWE-327,171,0.0886,0.0357,0.168,0.0357,0.0357,0.0008,0.168,False,score=0.0886<0.15
30332,16,CWE-327,172,0.0883,0.0286,0.1779,0.0286,0.0,0.0175,0.0,False,freq_unsafe=0.000<0.02; score=0.0883<0.15
13749,16,CWE-327,173,0.0864,0.0357,0.1624,0.0357,0.0357,0.0008,0.1624,False,score=0.0864<0.15
17348,16,CWE-327,174,0.0861,0.0714,0.1189,0.05,0.0714,0.0411,0.2143,False,score=0.0861<0.15
2123,16,CWE-327,175,0.0858,0.0286,0.1716,0.0286,0.0357,0.0046,0.2489,False,score=0.0858<0.15
1345,16,CWE-327,176,0.0856,0.0357,0.1605,0.0357,0.0357,0.0023,0.1605,False,score=0.0856<0.15
29487,16,CWE-327,177,0.0855,0.0357,0.1602,0.0357,0.0357,0.0038,0.1602,False,score=0.0855<0.15
16006,16,CWE-327,178,0.0854,0.0357,0.16,0.0357,0.0357,0.0008,0.1891,False,score=0.0854<0.15
20977,16,CWE-327,179,0.0854,0.0357,0.1599,0.0357,0.0357,0.0038,0.1599,False,score=0.0854<0.15
7595,16,CWE-327,180,0.0852,0.0357,0.1593,0.0357,0.0,0.0152,0.0,False,freq_unsafe=0.000<0.02; score=0.0852<0.15
24621,16,CWE-327,181,0.0843,0.0357,0.1573,0.0357,0.0357,0.0129,0.1573,False,score=0.0843<0.15
26819,16,CWE-327,182,0.0831,0.05,0.1328,0.05,0.0,0.0442,0.0,False,freq_unsafe=0.000<0.02; score=0.0831<0.15
30067,16,CWE-327,183,0.0826,0.0357,0.153,0.0357,0.0,0.0251,0.0,False,freq_unsafe=0.000<0.02; score=0.0826<0.15
17945,16,CWE-327,184,0.0821,0.0714,0.1125,0.0429,0.0714,0.0152,0.2192,False,score=0.0821<0.15
29750,16,CWE-327,185,0.0816,0.0357,0.1504,0.0357,0.0357,0.016,0.1958,False,score=0.0816<0.15
26802,16,CWE-327,186,0.0815,0.0357,0.1503,0.0357,0.0357,0.0,0.1503,False,score=0.0815<0.15
9129,16,CWE-327,187,0.0812,0.0357,0.1495,0.0357,0.0357,0.003,0.1495,False,score=0.0812<0.15
3791,16,CWE-327,188,0.0812,0.0643,0.1066,0.0643,0.1429,0.1371,0.5049,False,score=0.0812<0.15
19880,16,CWE-327,189,0.081,0.0643,0.106,0.0643,0.0714,0.0815,0.2267,False,score=0.0810<0.15
328,16,CWE-327,190,0.0805,0.0357,0.1477,0.0357,0.0357,0.0061,0.1757,False,score=0.0805<0.15
1627,16,CWE-327,191,0.0796,0.0357,0.1455,0.0357,0.0357,0.0,0.1455,False,score=0.0796<0.15
25616,16,CWE-327,192,0.0794,0.0357,0.1448,0.0357,0.0,0.0335,0.0,False,freq_unsafe=0.000<0.02; score=0.0794<0.15
13589,16,CWE-327,193,0.0788,0.0357,0.1434,0.0357,0.0357,0.0107,0.1638,False,score=0.0788<0.15
2665,16,CWE-327,194,0.0784,0.0357,0.1424,0.0357,0.0357,0.003,0.1424,False,score=0.0784<0.15
19535,16,CWE-327,195,0.078,0.05,0.1201,0.05,0.0,0.0373,0.0,False,freq_unsafe=0.000<0.02; score=0.0780<0.15
12866,16,CWE-327,196,0.0777,0.0357,0.1408,0.0357,0.0357,0.0053,0.1408,False,score=0.0777<0.15
1329,16,CWE-327,197,0.0775,0.0357,0.1402,0.0357,0.0,0.0267,0.0,False,freq_unsafe=0.000<0.02; score=0.0775<0.15
25627,16,CWE-327,198,0.0774,0.0357,0.1399,0.0357,0.0357,0.0069,0.1399,False,score=0.0774<0.15
12751,16,CWE-327,199,0.077,0.0429,0.1317,0.0357,0.0357,0.0427,0.3055,False,score=0.0770<0.15
8165,16,CWE-327,200,0.0768,0.0357,0.1384,0.0357,0.0,0.0114,0.0,False,freq_unsafe=0.000<0.02; score=0.0768<0.15
6986,16,CWE-89,1,2.0573,0.7143,4.2005,0.4571,1.0,0.9198,11.8805,True,
9342,16,CWE-89,2,1.3563,0.6286,2.5051,0.5143,0.8571,0.4265,4.4967,True,
2917,16,CWE-89,3,1.2925,0.5429,2.4884,0.4,0.5714,0.2946,3.6312,True,
5407,16,CWE-89,4,1.0357,0.5714,1.7321,0.5714,0.1429,0.521,0.3313,True,
28279,16,CWE-89,5,0.7085,0.1429,1.5569,0.1429,0.1429,0.0015,1.5569,True,
17518,16,CWE-89,6,0.6875,0.4286,1.0759,0.4286,0.4286,0.0345,1.0759,True,
1940,16,CWE-89,7,0.6345,0.1429,1.3719,0.1429,0.1429,0.039,1.807,True,
325,16,CWE-89,8,0.6116,0.1429,1.3147,0.1429,0.1429,0.003,1.3147,True,
18646,16,CWE-89,9,0.6113,0.4286,0.914,0.3714,0.4286,0.0517,1.3563,True,
9287,16,CWE-89,10,0.5829,0.4,0.9286,0.2571,0.4286,0.3726,2.6432,True,
3203,16,CWE-89,11,0.5326,0.1429,1.1172,0.1429,0.1429,0.003,1.1172,True,
17357,16,CWE-89,12,0.5278,0.1429,1.1052,0.1429,0.1429,0.0217,1.1768,True,
12751,16,CWE-89,13,0.5267,0.1429,1.1025,0.1429,0.1429,0.042,1.2723,True,
22902,16,CWE-89,14,0.5221,0.2857,0.8766,0.2857,0.2857,0.0105,0.8766,True,
26334,16,CWE-89,15,0.5195,0.1714,1.0415,0.1714,0.0,0.1814,0.0,False,freq_unsafe=0.000<0.02
6093,16,CWE-89,16,0.5178,0.5429,0.623,0.2571,0.5714,0.5457,2.0495,True,
9250,16,CWE-89,17,0.5095,0.1429,1.0596,0.1429,0.1429,0.0007,1.0596,True,
23278,16,CWE-89,18,0.5068,0.1429,1.0527,0.1429,0.0,0.1792,0.0,False,freq_unsafe=0.000<0.02
10281,16,CWE-89,19,0.5017,0.3714,0.74,0.2857,0.4286,0.2181,1.3152,True,
1334,16,CWE-89,20,0.4709,0.4857,0.6201,0.1429,0.7143,0.7084,4.8351,True,
17703,16,CWE-89,21,0.4609,0.1429,0.938,0.1429,0.1429,0.0045,0.938,True,
29862,16,CWE-89,22,0.4575,0.3429,0.6293,0.3429,0.4286,0.2781,1.6366,True,
10214,16,CWE-89,23,0.4557,0.2571,0.7536,0.2571,0.2857,0.0465,0.8883,True,
3,16,CWE-89,24,0.4496,0.1429,0.9096,0.1429,0.1429,0.012,0.9696,True,
10295,16,CWE-89,25,0.4443,0.1429,0.8964,0.1429,0.1429,0.0,0.8964,True,
32748,16,CWE-89,26,0.4334,0.2857,0.6549,0.2857,0.2857,0.0082,0.6549,True,
10028,16,CWE-89,27,0.428,0.2286,0.7415,0.2,0.2857,0.0832,1.3555,True,
26585,16,CWE-89,28,0.4251,0.1429,0.8627,0.1143,0.1429,0.033,1.1255,True,
26093,16,CWE-89,29,0.4157,0.1429,0.825,0.1429,0.1429,0.0142,0.9548,True,
13790,16,CWE-89,30,0.4149,0.2857,0.6086,0.2857,0.2857,0.0307,0.7378,True,
10210,16,CWE-89,31,0.4086,0.2857,0.6072,0.2571,0.2857,0.1844,0.9855,True,
19880,16,CWE-89,32,0.4081,0.2857,0.6059,0.2571,0.2857,0.0802,0.7605,True,
13614,16,CWE-89,33,0.408,0.1429,0.8057,0.1429,0.1429,0.0127,0.8057,True,
12074,16,CWE-89,34,0.4073,0.1429,0.8038,0.1429,0.1429,0.0,0.8038,True,
15262,16,CWE-89,35,0.4039,0.1429,0.7955,0.1429,0.1429,0.0075,0.7955,True,
9144,16,CWE-89,36,0.4031,0.2286,0.665,0.2286,0.0,0.1499,0.0,False,freq_unsafe=0.000<0.02
21430,16,CWE-89,37,0.3889,0.1429,0.758,0.1429,0.1429,0.003,0.758,True,
7775,16,CWE-89,38,0.3849,0.2571,0.5766,0.2571,0.2857,0.0405,0.6356,True,
7839,16,CWE-89,39,0.3788,0.5714,0.2185,0.3143,0.7143,0.4528,5.0035,True,
16532,16,CWE-89,40,0.3727,0.1714,0.6745,0.1714,0.0,0.1807,0.0,False,freq_unsafe=0.000<0.02
8809,16,CWE-89,41,0.3595,0.1429,0.6845,0.1429,0.1429,0.0105,0.7688,True,
17465,16,CWE-89,42,0.3549,0.1429,0.673,0.1429,0.1429,0.0172,0.673,True,
13346,16,CWE-89,43,0.354,0.1429,0.6707,0.1429,0.1429,0.027,0.7912,True,
16523,16,CWE-89,44,0.3448,0.1429,0.6478,0.1429,0.1429,0.0022,0.6478,True,
12866,16,CWE-89,45,0.3424,0.1429,0.6418,0.1429,0.1429,0.0052,0.6418,True,
12340,16,CWE-89,46,0.3375,0.1429,0.6294,0.1429,0.0,0.1792,0.0,False,freq_unsafe=0.000<0.02
3944,16,CWE-89,47,0.3272,0.1429,0.6036,0.1429,0.1429,0.0,0.6036,True,
3219,16,CWE-89,48,0.3258,0.1429,0.6002,0.1429,0.1429,0.0187,0.6002,True,
1212,16,CWE-89,49,0.3216,0.1429,0.5897,0.1429,0.1429,0.0112,0.5897,True,
23681,16,CWE-89,50,0.3202,0.1429,0.5862,0.1429,0.0,0.1784,0.0,False,freq_unsafe=0.000<0.02
15589,16,CWE-89,51,0.3171,0.1429,0.5785,0.1429,0.1429,0.0015,0.5785,True,
8362,16,CWE-89,52,0.3166,0.1714,0.5344,0.1714,0.0,0.2144,0.0,False,freq_unsafe=0.000<0.02
28958,16,CWE-89,53,0.3164,0.1429,0.5767,0.1429,0.1429,0.009,0.5767,True,
27644,16,CWE-89,54,0.3145,0.1429,0.5719,0.1429,0.0,0.1897,0.0,False,freq_unsafe=0.000<0.02
9416,16,CWE-89,55,0.3139,0.1714,0.5276,0.1714,0.0,0.2069,0.0,False,freq_unsafe=0.000<0.02
25627,16,CWE-89,56,0.3128,0.1429,0.5676,0.1429,0.1429,0.0067,0.5676,True,
25717,16,CWE-89,57,0.3125,0.2571,0.4098,0.2286,0.2857,0.2916,1.157,True,
5570,16,CWE-89,58,0.3105,0.1429,0.5619,0.1429,0.0,0.1792,0.0,False,freq_unsafe=0.000<0.02
11242,16,CWE-89,59,0.308,0.1429,0.5558,0.1429,0.1429,0.0015,0.6181,True,
22847,16,CWE-89,60,0.3061,0.1429,0.5509,0.1429,0.1429,0.0015,0.5509,True,
11380,16,CWE-89,61,0.3051,0.1429,0.5484,0.1429,0.1429,0.0225,0.5484,True,
2171,16,CWE-89,62,0.3031,0.1429,0.5435,0.1429,0.1429,0.0022,0.5435,True,
25208,16,CWE-89,63,0.3011,0.1714,0.4956,0.1714,0.0,0.0757,0.0,False,freq_unsafe=0.000<0.02
5294,16,CWE-89,64,0.3,0.1429,0.5356,0.1429,0.1429,0.0397,0.5356,True,
15639,16,CWE-89,65,0.2961,0.2,0.4402,0.2,0.0,0.2001,0.0,False,freq_unsafe=0.000<0.02
1523,16,CWE-89,66,0.2929,0.1429,0.5179,0.1429,0.1429,0.0,0.5179,True,
29409,16,CWE-89,67,0.2881,0.1429,0.5059,0.1429,0.1429,0.018,0.5059,True,
1954,16,CWE-89,68,0.2846,0.1429,0.4973,0.1429,0.1429,0.03,0.5981,True,
11031,16,CWE-89,69,0.2846,0.0571,0.6258,0.0571,0.0,0.006,0.0,False,freq_unsafe=0.000<0.02
26249,16,CWE-89,70,0.2828,0.1429,0.4926,0.1429,0.1429,0.0007,0.4926,True,
8312,16,CWE-89,71,0.2816,0.1429,0.4898,0.1429,0.1429,0.0,0.4898,True,
22720,16,CWE-89,72,0.2787,0.1143,0.5253,0.1143,0.0,0.0525,0.0,False,freq_unsafe=0.000<0.02
29561,16,CWE-89,73,0.2769,0.1429,0.4779,0.1429,0.1429,0.0022,0.4779,True,
23070,16,CWE-89,74,0.2766,0.1429,0.4773,0.1429,0.1429,0.027,0.4773,True,
10605,16,CWE-89,75,0.2703,0.1429,0.4614,0.1429,0.1429,0.0022,0.4614,True,
14739,16,CWE-89,76,0.2696,0.1714,0.4169,0.1714,0.0,0.2339,0.0,False,freq_unsafe=0.000<0.02
23102,16,CWE-89,77,0.2662,0.1429,0.4512,0.1429,0.1429,0.0015,0.4512,True,
11815,16,CWE-89,78,0.2635,0.1429,0.4445,0.1429,0.1429,0.0075,0.5052,True,
30728,16,CWE-89,79,0.2607,0.1429,0.4375,0.1429,0.1429,0.003,0.4375,True,
19743,16,CWE-89,80,0.2604,0.2857,0.2938,0.1429,0.1429,0.3973,0.5401,True,
5783,16,CWE-89,81,0.2594,0.1429,0.4342,0.1429,0.1429,0.0045,0.4342,True,
29510,16,CWE-89,82,0.2592,0.1429,0.4336,0.1429,0.1429,0.0,0.4336,True,
8167,16,CWE-89,83,0.2591,0.0857,0.5191,0.0857,0.0,0.012,0.0,False,freq_unsafe=0.000<0.02
8619,16,CWE-89,84,0.2577,0.1429,0.4298,0.1429,0.1429,0.0037,0.4298,True,
28929,16,CWE-89,85,0.2576,0.1429,0.4297,0.1429,0.1429,0.0157,0.5091,True,
2726,16,CWE-89,86,0.2574,0.1429,0.4291,0.1429,0.1429,0.0015,0.4291,True,
8413,16,CWE-89,87,0.2572,0.1429,0.4287,0.1429,0.0,0.1829,0.0,False,freq_unsafe=0.000<0.02
11877,16,CWE-89,88,0.2559,0.2,0.3542,0.1714,0.1429,0.2459,0.3691,True,
10758,16,CWE-89,89,0.2552,0.2571,0.3237,0.1143,0.2857,0.1177,0.8332,True,
6426,16,CWE-89,90,0.253,0.1429,0.4183,0.1429,0.1429,0.081,0.4183,True,
22911,16,CWE-89,91,0.2492,0.1429,0.4086,0.1429,0.0,0.1784,0.0,False,freq_unsafe=0.000<0.02
24621,16,CWE-89,92,0.2487,0.1429,0.4217,0.1143,0.1429,0.0127,0.6237,True,
27859,16,CWE-89,93,0.2486,0.1429,0.4072,0.1429,0.1429,0.0075,0.4072,True,
